"Index" "MMM" "AXP" "AAPL" "BA" "CAT" "CVX" "CSCO" "KO" "DIS" "DWDP" "XOM" "GE" "HD" "IBM" "INTC" "JNJ" "JPM" "MCD" "MRK" "MSFT" "NKE" "PFE" "PG" "TRV" "UTX" "UNH" "VZ" "WMT"
1998-01-30 22.246367 17.836926 0.441041 30.884029 11.434947 14.883698 8.550751 14.1362 27.384972 12.399648 16.041039 13.302715 13.939563 34.153351 13.413137 19.541384 19.278221 14.545733 27.831579 13.644094 1.292021 14.164684 21.019245 25.435049 11.746548 5.509272 16.16708 14.046785
1998-02-27 23.016563 19.195673 0.568988 35.281834 12.998314 16.361029 8.932098 14.982189 28.682154 12.606309 17.472479 13.345625 14.717182 36.266129 14.851738 22.145426 22.31328 16.89522 30.247227 15.501793 1.414974 15.440793 22.762468 25.900837 13.099824 6.523787 15.675846 16.340132
1998-03-31 24.551008 19.56867 0.662314 33.89983 13.117435 16.24725 9.271078 16.976265 27.352951 13.775738 18.534529 14.970466 15.617525 36.070789 12.926704 21.576176 24.257963 18.57893 30.61269 16.370626 1.458534 17.3927 22.62837 26.337999 13.539839 6.98629 17.85911 17.982094
1998-04-30 25.461546 21.941488 0.659304 32.558453 13.684949 16.727703 9.93209 16.633715 32.058842 13.696055 20.024824 14.796762 16.093845 40.237831 13.402364 21.006943 25.323376 19.159521 28.776815 16.484947 1.573897 19.857122 22.17609 25.045107 14.438219 7.579719 16.623762 17.893631
1998-05-29 25.276239 22.035423 0.64124 31.142591 13.204247 16.39403 10.254121 17.181778 29.147322 13.722622 19.541452 14.481936 18.143471 40.95504 11.847568 20.432314 24.843637 20.376493 27.940964 15.513231 1.516215 18.380575 22.631413 26.227169 13.999555 6.905365 16.279514 19.508265
1998-06-30 22.427977 24.593979 0.690914 29.063704 12.716027 17.189363 12.48291 18.813229 27.040091 14.078314 19.783981 15.784664 19.225702 40.018311 12.293275 21.893082 27.59642 21.424429 32.192719 19.823092 1.640438 19.060122 24.570768 25.012684 13.776157 6.871647 16.212881 21.557205
1998-07-31 20.500706 23.864267 0.833914 25.313549 11.793065 16.958454 12.982903 17.713036 26.627972 13.213784 19.472151 15.690265 19.384832 46.183365 14.003555 22.854597 27.841246 20.745201 29.74066 20.108892 1.499347 19.25741 21.556442 21.519091 14.278806 6.096143 16.261442 22.399977
1998-08-31 18.96195 16.864447 0.751124 20.252068 10.212555 15.433306 11.101566 14.329958 21.215382 11.357297 18.360844 14.034615 17.64887 39.390453 11.823421 20.549463 19.327808 17.553558 27.905384 17.548122 1.168733 16.398241 20.77566 18.285662 10.982935 3.897756 15.824378 20.936211
1998-09-30 20.397947 16.78336 0.918208 22.461395 10.820438 17.517138 12.571892 12.742467 19.620604 12.829611 19.816385 14.110751 18.307003 44.942734 14.242078 23.304283 15.876412 18.58497 31.415649 20.131758 1.274132 18.646397 19.315922 19.465591 11.569444 3.776372 17.370955 19.431995
1998-10-30 22.041538 19.255957 0.894124 24.588886 11.065502 16.983156 12.813411 14.939923 20.872559 14.049688 20.096968 15.518505 20.189842 51.937706 14.813014 24.272196 21.196552 20.88134 32.749252 19.36581 1.50127 18.921894 24.253719 19.839922 14.416876 4.639544 19.232775 24.567909
1998-11-30 22.595909 21.872162 0.769187 26.681393 12.173597 17.693277 15.33033 15.556406 24.940538 14.622183 21.281376 16.028399 23.05755 57.923332 17.906944 24.341871 23.668314 21.870127 37.613895 22.315262 1.384456 19.840876 23.963142 21.112682 16.463181 4.868822 20.114176 26.791246
1998-12-31 19.964411 22.404955 0.985945 21.427217 11.327137 17.547823 18.876904 14.876417 23.245543 14.05534 20.749338 18.278936 28.384138 64.675941 19.726759 25.128311 26.489847 23.977154 36.012768 25.36762 1.436765 22.156187 24.971575 21.00065 16.703165 4.646286 19.526573 29.029409
1999-01-29 21.788919 22.66246 0.991966 22.781805 10.804019 15.762629 22.690418 14.50173 25.570103 13.610971 19.93355 18.794153 28.065228 64.281319 23.449579 25.502804 28.925108 24.601452 35.829666 32.009621 1.611656 22.798731 25.016905 17.72047 18.344688 4.828362 21.866394 30.655766
1999-02-26 21.098089 23.9016 0.83843 23.485802 11.36527 16.518618 19.893841 14.182553 27.265087 15.204884 19.105761 17.976534 27.688318 59.703949 19.979275 25.731205 29.935488 26.532894 39.797157 27.459671 1.892811 23.509691 24.638378 19.53022 19.254442 5.320639 21.000847 30.700321
1999-03-31 20.154461 26.102528 0.865524 22.414518 11.458812 19.070282 22.283642 13.697173 24.117254 14.828397 20.253895 20.037708 28.898811 62.341801 19.802288 28.180002 30.593418 28.317873 39.259163 32.786983 2.078044 24.723597 26.96114 18.891653 21.051662 5.704856 18.836983 32.929993
1999-04-30 25.353306 28.970482 1.107871 26.782051 16.215649 21.433916 23.198889 15.18963 24.60154 20.875122 23.841837 19.086765 27.73823 73.574799 20.385324 29.385563 31.252523 26.482101 34.481926 29.746067 2.240145 20.502773 25.980129 17.447212 22.518578 6.084275 21.173086 32.863014
1999-05-28 24.742172 26.836836 1.061208 27.819389 13.822657 20.132244 22.169233 15.287275 22.567553 19.333605 23.155857 18.418837 26.258461 81.783424 18.029083 28.081388 27.416994 24.090963 33.134483 29.517426 2.195117 19.176916 25.858967 21.666471 19.483364 6.321414 20.116734 30.451853
1999-06-30 25.084808 29.021414 1.115397 29.100815 15.113613 20.689964 26.211559 13.903945 23.875107 20.607046 22.35862 20.467896 29.944263 91.125046 19.842411 29.710934 32.767807 25.73353 36.217876 32.992767 2.323106 19.53536 24.405058 19.503819 22.603045 6.788913 24.02066 34.511024
1999-07-30 25.373344 29.383821 1.341186 30.010227 14.930362 19.860184 25.270895 13.581572 21.356844 20.140089 23.010897 19.929111 29.65382 88.613403 23.010525 27.607672 29.40172 26.085505 33.266342 31.392275 1.906138 18.213585 25.258463 19.082321 20.935284 6.612753 23.677628 30.219521
1999-08-31 27.5823 30.666239 1.571491 30.060246 14.421012 20.35177 27.584427 13.413377 21.502129 18.454977 23.099257 20.534761 28.606945 87.905846 27.430929 31.183733 31.929371 25.919807 33.051113 33.861588 1.713691 20.344759 27.681454 19.65708 20.878872 6.592427 22.683352 31.694723
1999-09-30 28.038363 30.108679 1.524827 28.27737 13.959406 19.566359 27.889509 10.883583 20.146141 18.909056 22.257282 21.868891 31.921186 85.391731 24.802574 28.019596 28.757877 27.094431 32.021019 33.129932 2.122352 19.334253 26.147486 17.011744 18.727835 5.278008 24.903133 34.055584
1999-10-29 27.746483 34.53548 1.929743 30.557785 14.258384 20.131311 30.101351 13.308431 20.576126 19.678745 21.68988 24.993011 35.235409 69.336685 25.84557 31.946161 33.567268 25.841511 39.30835 33.861588 2.089701 21.388945 29.441717 19.795486 19.102783 5.603224 24.182369 40.320732
1999-11-30 28.204796 33.883728 2.357237 27.036221 11.954483 19.799768 36.279247 15.256796 21.834991 19.491512 23.50573 24.001604 36.875851 72.829765 25.615076 31.812801 29.720016 28.691998 38.87603 33.307121 1.71654 19.784004 30.319012 18.674255 17.966995 5.630328 23.751774 41.260517
1999-12-31 28.887333 37.282623 2.476151 27.576941 12.131704 19.366598 43.575771 13.202725 22.912054 22.687475 23.876196 28.767954 48.023022 76.230583 27.49394 28.593195 29.888325 25.281891 33.317204 42.709969 1.892873 17.522011 30.757643 21.003008 20.669987 5.759057 22.925547 49.531651
2000-01-31 27.632956 37.135502 2.498731 29.615057 11.078124 18.695896 44.541862 13.01857 28.444241 19.779913 24.561558 24.910543 39.55349 79.322182 33.047009 26.389294 31.306669 23.439638 38.988853 35.805019 1.737719 19.547676 28.527571 18.820871 16.834114 5.745508 23.231113 39.231197
2000-02-29 26.367477 30.246565 2.760645 24.666403 9.15291 16.982618 53.770565 11.021158 26.632816 18.421633 22.571894 24.608459 40.164711 72.685371 37.766781 22.236963 30.894434 19.911932 30.52783 32.695507 1.086075 17.397234 24.805042 13.950056 16.322622 5.542246 18.355165 34.931896
2000-03-31 26.479595 33.571262 3.270928 25.25071 10.294982 21.018663 62.897564 10.718771 32.311867 19.832521 23.377367 29.188265 45.087795 83.738541 44.096069 21.696474 33.828663 23.439638 30.952578 38.868813 1.558687 19.800358 16.019192 21.468996 20.248074 6.492047 22.926367 40.536102
2000-04-28 25.900305 33.897949 2.987939 26.502811 10.463966 19.355928 56.401871 10.790136 34.172256 19.65855 23.283707 29.493044 39.495506 78.875107 42.383205 25.479849 28.203966 23.870798 34.627018 25.516226 1.708655 22.812723 17.02392 22.41268 19.927628 7.261021 22.657925 39.728977
2000-05-31 25.973227 36.732231 2.023068 26.18112 10.148884 21.316841 46.321503 12.188854 33.04623 18.625618 25.242123 29.610291 34.252747 76.004509 41.693634 27.843117 29.206005 22.459717 37.32478 22.886866 1.686529 24.146004 18.947132 23.5923 19.484596 8.118463 19.967291 41.343239
2000-06-30 25.140265 35.45681 2.522814 28.024263 8.988067 19.558458 51.711273 13.201877 30.402527 15.898072 23.784018 29.821281 34.938469 77.598061 44.703102 31.692947 27.018614 20.656672 38.325115 29.265938 1.605584 26.045126 16.169165 21.635595 18.980865 9.336571 19.188427 41.38839
2000-07-31 27.279448 38.62775 2.447552 32.715908 9.213214 18.214422 53.236679 14.092534 30.206711 15.141018 24.295309 29.159435 36.206577 79.501472 44.640392 28.95141 29.422634 19.872738 35.839893 25.539095 1.764379 23.535568 16.437931 28.173838 18.819662 8.907849 17.820183 39.682571
2000-08-31 28.517391 40.214146 2.935255 36.055843 9.944346 19.798208 55.829876 12.099316 30.512676 13.799711 25.00704 33.073212 33.653557 93.605171 50.089977 28.796268 33.003567 18.745817 35.124569 25.539095 1.596131 23.458651 17.83028 30.125385 20.256489 10.290981 16.587296 34.206024
2000-09-29 27.937761 41.395988 1.240334 43.355236 8.384871 19.970257 44.948639 12.751389 29.961922 13.289098 27.294746 32.690575 37.067055 79.856339 27.804531 29.417717 27.281462 18.932016 37.409691 22.063759 1.656847 24.427216 19.321781 32.113647 22.507204 10.752031 18.463425 34.603588
2000-10-31 29.623993 40.945786 0.942293 45.581802 9.699954 19.238209 43.830006 13.965808 28.052576 16.319941 27.318705 30.994194 30.108774 69.84108 30.104155 28.850105 27.060608 19.441578 45.199451 25.196136 1.651677 23.48415 20.800093 32.671448 22.649145 11.908891 22.22949 32.62624
2000-11-30 31.000433 37.490993 0.794777 46.521969 10.87571 19.480223 38.948704 14.568231 22.667271 16.28664 27.21908 28.025547 27.467606 66.380165 25.474018 31.530514 21.930988 20.121172 46.581493 20.989162 1.762823 24.146652 21.800978 31.954277 23.128183 12.773136 21.604654 37.524662
2000-12-29 37.402264 37.490993 0.716503 44.458988 13.088891 20.089916 31.118284 14.175671 22.825655 19.671246 26.890442 27.194927 32.023621 60.345604 20.119867 33.126747 27.023447 21.46258 47.231071 15.867612 2.358456 25.066214 22.838255 34.794796 25.679846 13.365184 19.273563 38.246563
2001-01-31 34.344913 32.199043 1.041639 39.406837 12.421054 19.814518 30.457281 13.492331 24.018705 18.422485 26.028254 26.084429 33.784729 79.514198 24.762918 29.364355 32.944275 18.527258 41.457401 22.338137 2.324545 24.603027 21.122828 30.76355 24.489346 12.283991 21.295919 40.892342
2001-02-28 35.369572 29.997744 0.879071 42.025166 11.685113 20.69359 19.270964 12.336182 24.413099 17.687922 25.60078 26.379425 29.789434 71.004654 19.126688 30.895382 27.953812 18.558823 40.458561 21.58362 1.649281 24.581343 20.728832 29.655243 25.595118 12.898081 19.183765 36.061584
2001-03-30 32.593346 28.233974 1.063074 37.640217 12.465995 21.210571 12.864258 10.581443 22.559441 17.198633 25.584991 23.832706 30.239174 68.360657 17.619987 27.76553 26.899414 16.759756 38.458164 20.006006 1.751092 22.369022 18.406029 28.413548 24.080641 12.932275 19.106253 36.409981
2001-04-30 37.333309 29.083284 1.22781 41.754913 14.301512 23.32679 13.814079 10.822783 23.860949 18.222822 27.985573 27.630234 33.045597 81.836624 20.698677 30.625563 28.981476 17.359442 38.493626 24.784578 1.814453 23.6527 17.874235 29.090822 25.650976 14.289664 21.528608 37.303997
2001-05-31 37.580124 28.864006 0.960958 42.603416 15.429675 23.524145 15.668974 11.106297 24.941587 19.508501 28.310616 27.897814 34.582115 79.558784 18.0984 30.996408 29.688198 19.114326 37.156067 25.307709 1.783641 23.488867 19.121408 32.6385 27.525133 12.548195 21.442608 37.311211
2001-06-29 36.160328 26.588869 1.119913 37.664959 14.258776 22.164869 14.80661 10.627287 22.788187 18.296831 27.870291 27.897814 33.169975 80.768547 19.599339 31.945984 26.861334 17.08169 32.533833 26.705151 1.865026 21.93354 18.990446 32.880219 24.204672 13.475666 20.91485 35.234772
2001-07-31 35.45676 27.701424 0.905082 39.64983 15.905393 22.382833 15.636431 10.532823 20.784658 20.03021 26.648272 24.846729 35.367752 74.869225 19.974577 34.59322 26.350218 18.394693 34.605679 24.213894 2.111978 22.574295 21.371792 28.437813 24.250944 14.713023 21.338116 40.361141
2001-08-31 33.362713 25.01576 0.893522 34.790119 14.433202 22.543827 13.285271 11.493999 20.058968 19.292843 25.764553 23.361647 32.290569 71.219978 18.74663 33.815296 23.976875 18.956514 33.313274 20.870266 2.220797 21.036966 22.31369 27.257504 22.7409 14.852698 19.702782 34.69326
2001-09-28 31.535921 19.960411 0.74709 22.76306 12.932143 21.05332 9.909039 11.225408 14.687299 18.217318 25.283268 21.34444 26.963842 65.355606 13.704622 35.541019 20.781984 17.132183 34.080868 18.719219 2.142098 22.019892 21.904434 26.924673 15.459818 14.512256 21.32235 35.795444
2001-10-31 33.452454 20.27846 0.845835 22.15151 13.104568 21.997305 13.765265 11.472204 14.663635 18.489794 25.315361 20.891161 26.865454 77.005943 16.373135 37.151257 21.729475 16.456753 32.653152 21.272667 2.258789 23.008324 22.442818 29.981617 17.916769 14.348582 19.782028 37.169403
2001-11-30 37.102863 22.676329 1.025985 23.971498 13.89576 21.450958 16.62896 11.336811 16.146563 20.853157 24.140526 22.090349 32.856407 82.46595 21.914555 37.481842 23.179754 17.086479 34.669331 23.489563 2.424904 23.844185 23.562222 30.752384 20.174053 15.59249 18.66604 39.881187
2001-12-31 38.278316 24.59186 1.054886 26.484749 15.311116 22.611694 14.73339 11.382679 16.51965 18.970453 25.36692 23.099449 35.927238 86.297089 21.102652 38.028782 22.33786 16.850945 30.245945 24.235842 2.619775 21.939289 24.070217 28.907631 21.658628 15.444094 18.848732 41.669014
2002-01-31 35.943604 24.765528 1.19072 27.96674 14.951798 21.145636 16.10829 10.561872 16.790722 16.589315 25.205557 21.410786 35.279266 76.972496 23.511511 37.00568 21.122026 17.302927 30.44141 23.30665 2.790731 22.941288 25.085239 29.387548 23.03261 16.225355 18.565908 43.428448
2002-02-28 38.607624 25.180012 1.045252 31.519333 16.507048 21.675451 11.609358 11.440619 18.337442 17.566481 26.816326 22.2924 35.215878 70.094582 19.168062 39.308834 18.144466 16.615396 31.547348 21.342173 2.74182 22.621817 26.04038 32.148788 24.62319 15.819445 18.746153 44.898266
2002-03-28 37.651688 28.295565 1.140144 33.089798 16.905518 23.171978 13.773399 12.722124 18.401228 18.568295 28.459076 21.655464 34.272327 74.295074 20.416838 41.922962 22.114542 17.665796 29.78706 22.062851 2.84031 21.948021 27.668091 30.341726 25.045122 16.704035 18.465765 44.436714
2002-04-30 41.184097 28.395201 1.169044 30.58663 16.448734 22.258152 11.918508 13.513295 18.480955 18.046194 26.082617 18.268183 32.693031 59.836117 19.208345 41.219406 21.985058 18.079586 28.110947 19.117964 2.524143 20.075762 27.953236 32.962318 23.684856 19.193691 16.237934 40.493225
2002-05-31 41.467915 29.433811 1.122321 29.359079 15.741033 22.751059 12.837818 13.525472 18.26569 18.920126 26.076687 18.030783 29.393408 57.584457 18.556997 39.733822 22.51746 19.059956 29.538744 18.624102 2.544022 19.175957 27.733356 28.197641 23.407829 19.847254 17.407911 39.217384
2002-06-28 40.664543 25.147863 0.853542 30.976751 14.741219 23.077007 11.349023 13.734325 15.068598 19.711706 26.723219 16.926044 25.928827 51.536133 12.275031 33.846615 21.245956 18.111416 26.36574 20.010576 2.588594 19.397644 27.870687 25.946711 23.078142 20.01119 16.254126 39.928196
2002-07-31 41.600151 24.474199 0.735048 28.581213 13.682795 19.556786 10.730727 12.248073 14.135781 16.552563 24.006481 18.761406 21.799137 50.390877 12.624402 34.066799 15.805176 15.755975 25.824272 17.552237 2.378224 17.928959 28.057095 20.806705 23.62195 19.160902 13.508248 35.696587
2002-08-30 41.710503 25.02949 0.710482 25.635012 13.358328 20.349901 11.243261 12.508044 12.501353 17.32658 23.299829 17.566963 23.246294 54.074921 11.213466 35.303608 16.717012 15.125741 26.303263 17.954641 2.08342 18.408852 27.949892 20.280045 20.345104 19.311731 12.68957 38.817665
2002-09-30 36.709904 21.642246 0.69844 23.601906 11.393145 18.390068 8.526006 11.855505 12.070823 15.840174 20.96656 14.462891 18.452799 41.829502 9.34343 35.154106 12.024854 11.242445 23.979263 16.00115 2.130996 16.149477 28.180067 19.33359 19.351658 19.064722 11.232316 35.789597
2002-10-31 42.374805 25.315376 0.774064 20.573008 12.73428 17.959862 9.09549 11.489655 13.314578 15.074556 22.123341 14.814931 20.418278 56.628731 11.637246 38.18977 13.369594 11.528921 28.454065 19.560606 2.328896 17.679842 28.142044 22.080145 21.126163 19.880037 15.687879 38.922279
2002-11-29 43.770176 27.097261 0.746609 23.673704 15.555461 18.183334 12.138165 11.382945 15.802093 18.502436 23.023439 15.912115 18.664909 62.468006 14.060396 37.191326 16.217474 11.941395 31.166224 21.100735 2.209959 17.614491 26.894829 25.069054 21.570076 17.803507 17.39958 39.176674
2002-12-31 41.562283 24.668627 0.690252 22.936731 14.252415 18.034132 10.657504 10.934015 13.168197 17.419636 23.116058 14.394973 17.020811 55.698017 10.484692 35.032375 15.463629 10.379334 29.880238 18.913107 2.253128 17.078186 27.343449 23.117481 21.387079 18.2516 16.099186 36.766815
2003-01-31 41.983631 24.794241 0.691697 21.963362 13.916481 17.469891 10.877165 10.091019 14.128963 17.044262 22.593407 13.679659 14.809952 56.201096 10.545296 34.967129 15.254478 9.191648 29.23628 17.362003 2.256675 17.043278 27.487797 22.160187 21.953352 19.21336 16.06155 34.79417
2003-02-28 42.705273 23.433455 0.723006 19.2663 14.872087 17.793528 11.373427 10.031157 13.773725 16.01199 22.660095 14.331177 16.616913 56.130383 11.630862 34.351376 14.823119 8.784993 27.842829 17.395813 2.349393 16.740133 26.296028 20.951694 20.386438 18.120461 14.509103 34.983418
2003-03-31 44.292606 23.189207 0.6811 17.51862 15.568233 17.92663 10.55988 10.215356 13.741429 16.386423 23.279564 15.195214 17.309126 56.476078 10.976836 37.901138 15.496309 9.333656 29.117418 17.770151 2.667301 17.492376 28.605677 21.781879 20.108032 20.064257 14.832183 37.938599
2003-04-30 42.933495 26.492226 0.684953 19.070557 16.868139 17.416428 12.203248 10.195168 15.065512 19.371712 23.446081 17.548985 19.987915 61.135006 12.406255 36.912174 19.455488 11.037723 30.924629 18.768402 2.776754 17.262211 29.128201 23.521688 21.510509 20.16494 15.876034 41.066727
2003-05-30 43.540607 29.151239 0.864621 21.564453 16.723829 20.085386 13.350356 11.499846 15.864812 18.873175 24.418106 17.102062 23.085943 63.51218 14.05271 35.750511 21.782188 12.089857 29.54265 18.063755 2.90436 17.492601 29.766853 25.056009 23.94388 20.998848 16.075651 38.361507
2003-06-30 44.404739 29.256201 0.918088 24.130817 17.84944 20.442135 13.659506 11.823461 15.945545 18.572336 24.089407 17.201849 23.577047 59.515575 14.045962 34.007401 22.65719 14.239308 32.391495 18.819784 2.831398 19.25765 28.911003 25.206648 24.849009 21.996916 16.755194 39.198502
2003-07-31 48.267506 30.992277 1.015388 23.287079 21.898153 20.416653 15.856091 11.456607 17.697538 21.175823 23.868042 17.057898 22.210264 58.613823 16.799807 34.066593 23.467335 14.852513 29.572285 19.384958 2.738766 18.81216 28.781412 24.281511 26.392651 22.802374 15.025806 40.834515
2003-08-29 49.501373 31.609735 1.089085 26.427135 23.31325 21.045717 15.571348 11.087202 16.551073 20.713917 25.464516 17.735659 22.893661 59.280857 19.31254 32.767097 22.91161 14.471686 28.441578 19.465693 3.016135 16.949644 28.59144 23.998449 28.348225 21.637959 15.163189 43.215492
2003-09-30 47.996906 31.616753 0.998047 24.264338 22.3428 20.635603 15.937442 11.052726 16.284639 19.72257 24.721514 17.990547 22.722437 63.849289 18.58976 32.727436 22.98526 15.194622 28.819942 20.405218 3.285838 17.210234 30.402769 25.764368 27.299076 22.027554 13.926774 40.790707
2003-10-31 54.806953 33.012558 1.102572 27.204607 24.00955 21.458717 17.027597 11.937771 18.278845 22.844002 24.708008 17.50775 26.446486 64.680573 22.257715 33.26276 24.269665 16.137024 25.193253 19.294416 3.452236 17.901363 32.50346 26.529716 29.916641 22.272699 14.611494 43.122826
2003-11-28 55.160843 32.154373 1.007199 27.254841 24.91713 22.116026 18.467587 12.077608 18.642166 22.759148 24.6227 17.302559 26.22533 65.565353 22.669725 32.738121 23.931643 16.80117 23.11516 18.977028 3.633223 19.107496 31.825544 25.813089 30.524029 23.594704 14.281 40.701508
2003-12-31 59.341152 34.007145 1.029357 29.917135 27.200788 25.440796 19.712315 13.181472 19.017525 25.400023 27.887598 18.819176 25.367586 67.115044 21.662632 34.305294 24.83077 16.276747 26.534475 20.202307 3.793339 20.109262 33.02924 27.795326 33.754536 25.468267 15.2551 38.874958
2004-01-30 55.195747 36.552559 1.086677 29.640272 25.826954 25.429016 20.91637 12.789279 19.563677 25.632208 27.744757 20.428953 25.353283 71.858292 20.628504 35.474041 26.536646 16.873274 27.338545 20.408978 3.859832 20.849203 33.737225 29.533831 34.028778 26.650196 16.217464 39.461216
2004-02-27 54.694153 37.666641 1.152186 30.910439 25.04022 26.459896 18.841816 12.976282 21.626013 26.560966 28.861515 19.875231 25.953701 69.994621 19.761492 35.957359 27.990063 18.551422 27.614227 19.582287 4.058751 20.954229 34.214504 29.961466 33.049297 27.140471 16.864229 43.6455
2004-03-31 57.393101 36.640263 1.302471 29.271191 26.137684 26.289188 19.175377 13.196827 20.370684 24.821045 28.464573 18.652893 26.754536 66.614555 18.407965 33.829651 28.624659 18.728413 25.578249 18.401295 4.406731 20.039442 35.005524 28.253872 30.964643 28.235361 16.07667 43.839054
2004-04-30 60.624825 34.59095 1.241779 30.425781 25.931408 27.403299 17.011324 13.267668 18.772985 24.457489 29.121593 18.304531 25.200533 63.952599 17.413124 36.037388 25.864515 17.850008 27.204735 19.287037 4.071711 20.445381 35.650063 28.868637 30.950289 26.938398 16.795612 41.863396
2004-05-28 59.536747 35.827599 1.351603 32.794788 25.137407 27.507126 18.19912 13.472308 19.131649 24.586884 29.791971 19.019592 25.723303 64.38752 19.351044 37.351719 25.341726 17.305918 27.378384 19.360849 4.026439 20.272432 36.334145 28.165895 30.618866 28.590281 15.389312 41.027264
2004-06-30 63.373924 36.389221 1.567396 36.582653 26.501879 28.636015 19.281136 13.373572 20.778255 25.289978 30.591021 19.92111 25.267622 64.067696 18.707144 37.345013 26.669342 17.043705 27.706129 21.080662 4.386305 19.664371 36.691349 28.930695 33.104992 27.275776 16.105816 38.649399
2004-07-30 57.987747 35.588917 1.557763 36.339214 24.772741 29.104614 17.019468 11.619741 18.821894 24.786673 31.892914 20.443724 24.20524 63.282776 16.524641 37.056717 25.905968 18.026999 26.452059 21.028996 4.210272 18.333525 35.309917 26.454372 33.835987 27.560593 17.381771 39.024849
2004-08-31 58.254311 35.426022 1.661324 37.543144 24.506439 30.166876 15.262195 11.844933 18.300194 26.601086 31.945591 20.160904 26.30508 61.683308 14.454177 39.152336 27.467417 17.712343 26.230419 20.210077 4.360826 18.842567 37.896366 24.755928 34.244427 28.975866 17.701984 38.866467
2004-09-30 56.563816 36.445881 1.866522 37.111763 27.118896 33.192848 14.725254 10.735315 18.381706 28.294538 33.490898 20.769053 28.204575 62.448067 13.619103 37.959579 27.571501 18.374435 19.41251 20.469183 4.659294 17.648689 36.643764 23.744656 34.051159 32.310295 17.760609 39.257565
2004-10-29 54.866276 37.684059 2.524019 35.875198 27.427614 32.833946 15.628291 10.898825 20.558167 28.144224 34.107647 21.103037 29.557241 65.368713 15.112729 39.341038 27.015001 19.108622 18.418356 20.70607 4.807705 16.697039 34.817387 24.391058 33.846966 31.723164 17.819584 39.788868
2004-11-30 56.543972 39.558678 3.229684 38.662216 31.177029 34.043983 15.254065 10.670809 21.911316 31.607473 35.706516 21.869972 30.098766 68.771683 15.221123 40.840416 26.350126 20.524952 16.482979 19.900452 5.005784 16.112885 36.38205 26.201002 35.840271 36.301994 18.790316 38.416351
2004-12-31 58.305874 40.027325 3.102039 37.363125 33.20668 32.740833 15.717785 11.303295 22.866604 31.214518 35.713482 22.709471 30.812487 71.938789 15.908047 42.939301 27.301954 21.406315 19.166536 19.833647 5.488945 15.602289 37.47052 26.784788 37.959541 38.571678 18.462179 39.07209
2005-01-31 59.932781 37.977417 3.704142 36.51873 30.610592 33.919285 14.676441 11.262581 23.549314 31.334303 35.950356 22.479269 29.745506 68.173302 15.268737 43.805943 26.355047 21.62665 16.727488 19.507044 5.243217 14.018269 36.374393 27.124397 36.978893 38.952888 16.395308 38.761402
2005-02-28 59.933849 38.546909 4.321659 39.858871 32.654743 38.975956 14.172038 11.618178 22.981762 34.770359 44.324898 22.038099 28.851572 67.689194 16.374136 44.607536 25.804367 22.087366 18.904148 18.733315 5.262583 15.368431 36.278728 27.687979 37.001888 39.943138 16.570356 38.177017
2005-03-31 61.183372 36.666695 4.014346 42.389465 31.414516 36.609016 14.55441 11.460446 23.631569 31.636278 41.727421 22.576536 27.637608 66.811806 15.855399 45.668343 24.427668 20.792034 19.534733 17.996191 5.161946 15.356742 36.21722 26.692131 37.661308 41.819141 16.353846 37.17672
2005-04-29 54.600204 37.616009 3.473897 43.158077 30.534254 32.647381 14.05001 11.947252 21.71505 29.148521 39.928101 22.664188 25.563339 55.844685 16.053337 46.667946 25.307236 19.570152 20.458065 18.837551 4.759202 15.882861 37.194767 26.016298 37.683544 41.43771 16.702326 34.973263
2005-05-31 55.028843 38.436863 3.830343 46.52459 32.635765 34.068439 15.782871 12.274535 22.570496 28.742361 39.547405 22.839481 28.43985 55.384556 18.463257 45.851196 25.492632 20.658495 19.576975 19.270769 5.093171 16.422401 37.881649 27.527851 39.86364 42.599579 16.506376 35.152225
2005-06-30 51.905876 38.091015 3.54615 48.053566 33.051918 35.424091 15.522532 11.630645 20.711555 28.477449 40.44109 21.828197 28.185177 54.394878 17.819511 44.416222 25.186008 18.528543 18.807579 18.553715 5.495217 16.234053 36.233112 28.899305 38.369221 45.721336 16.119144 35.87418
2005-07-29 53.844261 39.357605 4.108757 48.060848 37.566036 36.748062 15.579487 12.190589 21.089922 30.66457 41.34182 21.733707 31.525368 61.183262 18.586531 43.705566 25.301208 20.812069 18.966345 19.128853 5.317543 15.598343 38.407303 32.181828 37.883553 45.861622 16.178493 36.730095
2005-08-31 51.381409 39.529358 4.517222 48.9786 38.667027 39.184898 14.33475 12.257442 20.71978 27.626915 42.357651 21.17304 29.286283 59.243412 17.665339 43.539692 24.401196 21.666723 17.472948 20.51158 5.007247 15.105445 38.303745 31.443428 37.520935 45.160122 15.460078 33.568569
2005-09-30 52.977364 41.103676 5.164606 49.65826 40.938683 41.310062 14.578818 12.186018 19.847887 26.864582 44.931629 21.350842 27.702845 58.949493 16.930424 43.464142 24.43 22.361116 16.841612 19.275484 5.321102 14.803102 41.051559 32.978527 38.901714 49.281528 15.450626 32.717419
2005-10-31 54.869415 40.787006 5.548024 47.239288 36.812248 36.421535 14.196447 12.070337 20.0453 29.565863 39.698803 21.503033 29.809238 60.169338 16.140564 43.010803 26.632214 21.099174 17.466753 19.253023 5.475498 12.888238 38.852398 33.09613 38.481483 50.763485 15.104024 35.323162
